1.88495559215388	1.92422550032375	1.96349540849362	7	1.07236927190713	0.164282265047232	2.07676510196466	4.02228217538429
1.96349540849362	2.00276531666349	2.04203522483337	15	2.2979341540867	0.352033425101211	4.58813583287084	9.16187570384363
2.04203522483337	2.08130513300324	2.12057504117311	12	1.83834732326936	0.281626740080968	3.84279928241586	8.03330717172891
2.12057504117311	2.15984494934298	2.19911485751286	13	1.99154293354181	0.305095635087716	4.32474351085881	9.39234408726086
2.19911485751286	2.23838476568273	2.2776546738526	20	3.06391220544893	0.469377900134947	6.83616569144672	15.2540512940051
2.2776546738526	2.31692458202247	2.35619449019234	9	1.37876049245202	0.211220055060726	3.18041954293943	7.33702982960565
2.35619449019234	2.39546439836222	2.43473430653209	23	3.52349903626627	0.53978458515519	8.45068264916458	20.2695463201796
2.43473430653209	2.47400421470196	2.51327412287183	12	1.83834732326936	0.281626740080968	4.54423047926918	11.2337874921465
2.51327412287183	2.55254403104171	2.59181393921158	17	2.60432537463159	0.398971215114705	6.65810035760622	17.0227771263079
2.59181393921158	2.63108384738145	2.67035375555132	27	4.13628147735606	0.633660165182179	10.8393344971934	28.4073586515615
2.67035375555132	2.7096236637212	2.74889357189107	22	3.37030342599383	0.516315690148442	9.13720312897286	24.7729796177883
2.74889357189107	2.78816348006094	2.82743338823081	31	4.74906391844585	0.727535745209169	13.2536371206651	36.9902689036892
2.82743338823081	2.86670329640069	2.90597320457056	53	8.11936734443967	1.24385143535761	23.3038175328594	66.8894672276897
2.90597320457056	2.94524311274043	2.9845130209103	63	9.65132344716414	1.47854038542508	28.4010941008209	83.580400579641
2.9845130209103	3.02378292908018	3.06305283725005	79	12.1024532115233	1.85404270553304	36.572140932102	110.523280067564
3.06305283725005	3.10232274541992	3.14159265358979	155	23.7453195922292	3.63767872604584	73.7703340008505	229.197429110221
# END HISTOSTATS

